span_anchor_teitok_id,span_anchor_chapter,span_offset,beck_dmm_id,beck_greek_lemma,beck_latin_lemma,beck_degree,cardinality,berendes_teitok_id,berendes_teitok_candidates,berendes_degree,berendes_book_num,berendes_chapter_raw,berendes_chapter_keys,berendes_term,desmoulins_page,desmoulins_chapter,desmoulins_term,laguna_book,laguna_page,laguna_chapter,laguna_title,laguna_scan_id,wechel_book,wechel_page,wechel_chapter,wechel_title,wechel_scan_id,mattioli_book,mattioli_chapter_decimal,mattioli_chapter_roman,mattioli_greek,mattioli_latin,ruel_book,ruel_page_scan,ruel_folio,ruel_chapter,ruel_title_latin,ruel_title_vernacular,lusitanus_page,lusitanus_chapter,lusitanus_title,barbaro_book,barbaro_page,barbaro_chapter,barbaro_term,gunther_chapter,gunther_division,gunther_term,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_lemma,wellmann_greek_text
e-541,3.127,0,DMM3122,ἡμεροκαλλές,Martagon lily,,,e-541,,,3,3.127,3.127,Hemerokallis,488,Chap. CXX,Du lis sauvage.,Libro tercero,351,Cap CXXXI,"Del Hemerocalles, o lirio saluage",363,Liber tertius,229,Cap. CXXXVII,De Hemerocalle,263,,3.120,CXX,Ἡμεροκαλλὶς,HEMEROCALLIS,Liber tertius,184,0v,Cap CXXXVIII,De lilio sylvestri,De lilio sylvestri,354,Enarratio 134,"De hemerocalli (sylvestre lilium, lilium pallidum / lis gaulne)",DLXVII,106,0,Hemerocalles,3.137,div-505,EMEROKALLIS,w-438,3,122,ἡμεροκαλλές,ἡμεροκαλλές
e-542,3.128,0,DMM3123,λευκόϊον,Gillyflower,,,e-542,,,3,3.128,3.128,Goldlack,489,Chap. CXXI,Du violier.,Libro tercero,352,Cap CXXXII,"Del Leucoio, que es el Ilamado Alhelys",364,Liber tertius,230,Cap. CXXXVIII,De Leucoio sive viola alba,264,,3.121,CXXI,Λευκόϊον,LEUCOIUM SIVE ALBA VIOLA,Liber tertius,184,0v,Cap CXXXIX,De viola alba,De viola alba,355,Enarratio 135,"De violis leucois dictis (leucoion, viola alba, viola matronalis, arabice, keiri / du keiri)",DLXVIII,106,0,Leucoion,3.138,div-506,LEUKOION,w-439,3,123,λευκόϊον,λευκόϊον
e-543,3.129,0,DMM3124,κραταιόγονον,Willow weed,,,e-543,,,3,3.129,3.129,Krataiogonon,490,Chap. CXXII,De crataeogonum.,Libro tercero,353,Cap CXXXIII,Del Crateogono,365,Liber tertius,230,Cap. CXXXIX,De Crataegono,264,,3.122,CXXII,Κραταιόγονον,CRATAEOGONUM,Liber tertius,184,0v,Cap CXL,De crataegono,De crataegono,355,Enarratio 136,De crataeogono (crataeogonos),DLXIX,106,0,Crataegonos,3.139,div-507,KRATAIOGONON,w-440,3,124,κραταιόγονον,κραταιόγονον
e-544,3.130,0,DMM3125,φύλλον,Dog mercury,,,e-544,,,3,3.130,3.130,Phyllon,491,Chap. CXXIII,De phyllon.,Libro tercero,353,Cap CXXXIIII,Del Folio,365,Liber tertius,230,Cap. CXL,De Phyllo,264,,3.123,CXXIII,Φύλλον,PHYLLON,Liber tertius,184,0v,Cap CXLI,De phyllo,De phyllo,356,Enarratio 137,"De folio herba (phyllon, folium)",DLXX,106,0,Phyllon,3.140,div-508,PHULLON,w-441,3,125,φύλλον,φύλλον
e-545,3.131,0,DMM3126,ὄρχις,Orchid,,,e-545,,,3,3.131,3.131,Knabenkraut,491,Chap. CXXIIII,Du covillon.,Libro tercero,353,Cap CXXXV,Del Compagnon del perron,365,Liber tertius,231,Cap. XLI,De Orchi seu testiculo,265,,3.124,CXXIV,Ὄρχις,TESTICULUS,Liber tertius,185,82r,Cap CXLII,De testiculo canis,De testiculo canis,356,Enarratio 138,De orchi (testiculus canis),DLXXI,107,52,Orchis,3.141,div-509,ORCHIS,w-442,3,126,ὄρχις,ὄρχις
e-546,3.132,0,DMM3127,ὄρχις ἕτερος,Another orchid,,,e-546,,,3,3.132,3.132,Anderes Knabenkraut,491,Chap. CXXV,D'un autre covillon.,Libro tercero,354,Cap CXXXVI,De otra fuerte de compagnon,366,Liber tertius,231,Cap. CXLII,De Testiculo altero,265,,3.125,CXXV,Ὄρχις ἕτερος,TESTICULUS ALTER,Liber tertius,185,82r,Cap CXLIII,De altero testiculo,De altero testiculo,356,Enarratio 139,Alter testiculus canis (alter testiculus canis),DLXXII,107,52,Orchis Serapias,3.142,div-510,ORCHIS ETEROS,w-443,3,127,ὄρχις ἕτερος,ὄρχις ἕτερος
e-547,3.133,0,DMM3128,σατύριον,Man orchis,,,e-547,,,3,3.133,3.133,Satyrion,491,Chap. CXXVI,Du satyrion.,Libro tercero,354,Cap CXXXVII,Del satyrion,366,Liber tertius,232,Cap. CXLIII,De Satyrio,266,,3.126,CXXVI,Σατύριον,SATYRIUM,Liber tertius,185,82r,Cap CXLIIII,De satyro,De satyro,357,Enarratio 140,"De satyrio trifolio dicto (satyrion triumfoliorum, satyrion triphyllon)",DLXXIII,107,52,Satyrion,3.143,div-511,SATURION,w-444,3,128,σατύριον,σατύριον
e-547,3.133,1,DMM3128,σατύριον,Man orchis,,,e-548,,,3,3.134,3.134,Satyrion erythronion,492,Chap. CXXVII,Du satyrion erythronium.,Libro tercero,355,Cap CXXXVII,Del Satyrion,367,Liber tertius,232,Cap. CXLIIII,De Satyrio erythronio,266,,3.127,CXXVII,Σατύριον ἐρυθρόνιον,SATYRIUM ERYTHRONIUM,Liber tertius,185,82r,Cap XCLV,De satyro erythronio,De satyro erythronio,357,Enarratio 141,"De altero satyrio (satyrium alterum, molorticulum veneris)",DLXXIIII,107,52,Alterum satyrium,3.143,div-511,SATURION,w-444,3,128,σατύριον,σατύριον
e-549,3.135,0,DMM3129,ὅρμινον,Clary,,,e-549,,,3,3.135,3.135,Kleiner Salbei,494,Chap. CXXVIII,De horminum.,Libro tercero,356,Cap CXXXVIII,Del Ormino,368,Liber tertius,232,Cap. CXLV,De Hormino,266,,3.128,CXXVIII,Ὅρμινον,HORMINUM,Liber tertius,186,0v,Cap CXLVI,De hormino,De hormino,357,Enarratio 142,"De orminio (orminum, scarlea, sclarea, matri salvia, herba Sancti Ioannis, galli crista, gallitricum, centrum galli / de la tutebone, vel orvale)",DLXXV,107,52,Orminon,3.145,div-513,ORMINON EMERON,w-445,3,129,ὅρμινον,ὅρμινον
e-550,3.136,0,DMM3130,ἡδύσαρον,Axweed,,,e-550,,,3,3.136,3.136,Hedysaron,495,Chap. CXXIX,De hedysarum.,Libro tercero,356,Cap CXXXIX,Del Hedysaro,368,Liber tertius,232,Cap. CXLVI,De Hedysaro,266,,3.129,CXXIX,Ἡδύσαρον,HEDYSARUM,Liber tertius,186,0v,Cap CXLVII,De securidaca,De securidaca,358,Enarratio 143,"De hedysaro (securidaca, pelecinus)",DLXXVI,107,52,Hedysaron,3.146,div-514,EDUSARON,w-446,3,130,ἡδύσαρον,ἡδύσαρον
e-551,3.137,0,DMM3131,ὄνοσμα,Stone bugloss,,,e-551,,,3,3.137,3.137,Onosma,496,Chap. CXXX,De onosma.,Libro tercero,357,cap CXLI,De la Onosma,369,Liber tertius,233,Cap. CXLVII,De Onosmate,267,,3.130,CXXX,Ὄνοσμα,ONOSMA,Liber tertius,186,0v,Cap CXLVIII,De onosmate,De onosmate,358,Enarratio 144,De onosma (onosma),CLXXVII,107,52,Onosma,3.147,div-515,ONOSMA,w-447,3,131,ὄνοσμα,ὄνοσμα
e-552,3.138,0,DMM3132,νυμφαία,White water lily,,,e-552,,,3,3.138,3.138,Weisse Seerose,497,Chapitre CXXXI,"De nymphaea, ou nenufar.",Libro tercero,357,Cap CXLII,De la Nymphea,369,Liber tertius,233,Cap. CXLVIII,De Nymphaea,267,,3.131,CXXXI,Νυμφαία,NYMPHAEA,Liber tertius,186,0v,Cap CXLIX,De nymphaea,De nymphaea,358,Enarratio 145,"De nymphaea (nymphaea alba, nenuphar album / blanc de eau)",DLXXVIII,107,52,Nymphea,3.148,div-516,NUMPHAIA,w-448,3,132,νυμφαία,νυμφαία
e-552,3.138,1,DMM3132,νυμφαία,White water lily,,,e-553,,,3,3.139,3.139,Andere Seerose,497,Chap. CXXXII,"De la seconde espece de nymphaea, ou nenufar.",Libro tercero,358,Cap CXLIII,De otra espiece nymphea,370,Liber tertius,234,Cap. CXLIX,De Nymphaea altera,268,,3.132,CXXXII,Νυμφαία ἑτέρα,NYMPHAEA ALTERA,Liber tertius,187,83r,Cap CL,De altera nymphaea,De altera nymphaea,358,Enarratio 146,"De altera nymphaea altera nymphaea, lutea nymphaea, nenuphar luteum / iaulne de leau)",DLXXIX,107,52,Nymphea alia,3.148,div-516,NUMPHAIA,w-448,3,132,νυμφαία,νυμφαία
e-554,3.140,0,DMM3133,ἀνδρόσακες,Sea navel,,,e-554,,,3,3.140,3.140,Androsakes,498,Chap. CXXXIII,De androsaces.,Libro tercero,358,Cap CXLIIII,Del Androsace,370,Liber tertius,234,Cap. CL,De Androsace,268,,3.133,CXXXIII,Ἀνδρόσακες,ANDROSACES,Liber tertius,187,83r,Cap CLI,De androsace,De androsace,359,Enarratio 147,De androsace (androsaces),DLXXX,107,52,Androsaces,,,,w-449,3,133,ἀνδρόσακες,ἀνδρόσακες
e-555,3.141,0,DMM3134,ἄσπληνος,Miltwaste,,,e-555,,,3,3.141,3.141,Milzfarn,499,Chap. CXXXIIII,"Du ceterac, ou asplenum.",Libro tercero,358,Cap CXLV,Del Aspleno,370,Liber tertius,234,Cap. CLI,De Aspleno,268,,3.134,CXXXIV,Ἄσπληνον,ASPLENUM,Liber tertius,187,83r,Cap CLII,De asplenio,De asplenio,360,Enarratio 147,"De asplenio, sive scolopendrio (asplenium, splenium, scolopendrium, scolopendria herba, caeterach / ceterach)",DLXXXI,107,52,Asplenon,3.151,div-518,ASPLENON,w-450,3,134,ἄσπληνος,ἄσπληνος
e-556,3.142,0,DMM3135,ἡμιονῖτις,Mule fern,,,e-556,,,3,3.142,3.142,Hirschzunge (142),500,Chap. CXXXV,De hemionitis.,Libro tercero,359,Cap CXLVI,De la Hemionite,371,Liber tertius,234,Cap. CLII,De Hermionitide,268,,3.135,CXXXV,Ἡμιωνῖτις,HEMIONITIS,Liber tertius,187,83r,Cap CLIII,De hemionitide,De hemionitide,360,Enarratio 149,"De hemionitide (hemonitis, species phyllitidis, species linguae cervinae)",DLXXXII,107,52,Hemionitis,3.152,div-519,EMIONITIS,w-451,3,135,ἡμιονῖτις,ἡμιονῖτις
e-557,3.143,0,DMM3136,ἀνθυλλίς,Anthyllis,,,e-557,,,3,3.143,3.143,Anthyllis,501,Chap. CXXXVI,De anthyllis.,Libro tercero,360,Cap CXLVII,De la Anthylide,372,Liber tertius,235,Cap. CLIII,De Anthyllide,269,,3.136,CXXXVI,Ἀνθυλλίς,ANTHYLLIS,Liber tertius,187,83r,Cap CLIIII,De anthyllide,De anthyllide,360,Enarratio 150,"De amhyllide (amhyllis, herba vitri, kalt / soda)",DLXXXIII,108,0,Anthyllis,3.153,div-520,ANTHULLIS,w-452,3,136,ἀνθυλλίς,ἀνθυλλίς
e-558,3.144,0,DMM3137,ἀνθεμίς,Camomile,,,e-558,,,3,3.144,3.144,Kamille,502,Chap. CXXXVII,De la camomille.,Libro tercero,360,Cap CXLVIII,De la mancanilla,372,Liber tertius,235,Cap. CLIIII,De Anthemide,269,,3.137,CXXXVII,Ἄνθεμις,ANTHEMIS,Liber tertius,188,0v,Cap CLV,De anthemide,De anthemide,361,Enarratio 151,"De anthemide (anthemis, chamomilla, chamaemalum / della camomille)",DMXXXIIII,108,0,Anthemis,3.154,div-521,ANTHEMIS,w-453,3,137,ἀνθεμίς,ἀνθεμίς
e-559,3.145,0,DMM3138,παρθένιον,Feverfew,,,e-559,,,3,3.145,3.145,Parthenion,503,Chap. CXXXVIII,De la matricaire.,Libro tercero,362,Cap CXLIX,Del parthenio,374,Liber tertius,236,Cap. CLV,De Parthenio,270,,3.138,CXXXVIII,Παρθένιον,PARTHENIUM,Liber tertius,188,0v,Cap CLVI,De parthenio,De parthenio,362,Enarratio 152,"De parthenio (parthenium, cotula foetida, amaracus foetida / cotula fetida)",DLXXXV,108,0,Parthenium,3.155,div-522,PARTHENION (AMARAKON),w-454,3,138,παρθένιον,παρθένιον
e-560,3.146,0,DMM3139,βούφθαλμον,Oxeye,,,e-560,,,3,3.146,3.146,Wucherblume,504,Chap. CXXXIX,"De buphthalmum, oeil de boeuf.",Libro tercero,363,Cap CL,Del Buphtalmo,375,Liber tertius,236,Cap. CLVI,De Buphthalmo,270,,3.139,CXXXIX,Βούφθαλμον,BUPHTHALMUM,Liber tertius,188,0v,Cap CLVII,De buphthalmo,De buphthalmo,362,Enarratio 153,"De buphthalmo (buphthalmus, bovis oculus, cappacorania, crispula herba / oeil de boeuf)",DLXXXVI,108,0,Buphthalmos,3.156,div-523,BUPHTHALMON,w-455,3,139,βούφθαλμον,βούφθαλμον
e-561,3.147,0,DMM3140,γλυκισίδη,Peony,,,e-561,,,3,3.147,3.147,Gichtrose,506,Chap. CXL,De la pivoine.,Libro tercero,364,Cap CLI,De la poenia,376,Liber tertius,237,Cap. CLVII,De Paeonia,271,,3.140,CXL,Γλυκυσίδη,PAEONIA,Liber tertius,189,84r,Cap CLVIII,De Paeonia,De paeonia,363,Enarratio 154,"De paeonia (glycysida, paeonia)",DLXXXVII,108,0,Paeonia,3.157,div-524,PAIONIA ARREN,w-456,3,140,γλυκισίδη,γλυκυσίδη
e-562,3.148,0,DMM3141,λιθόσπερμον,Groomwell,,,e-562,,,3,3.148,3.148,Steinsamen,507,Chap. CXLI,De lithospermum.,Libro tercero,365,Cap CLII,Del Lithospermo,377,Liber tertius,237,Cap. CLVIII,De Lithospermo,271,,3.141,CXLI,Λιθόσπερμον,LITHOSPERMUM,Liber tertius,189,84r,Cap CLIX,De lithospermo,De lithospermo,363,Enarratio 155,"De lithospermo (lithospermon, lachryma, lachryma Mariae)",DLXXXVIII,108,0,Lithospermon,3.158,div-525,LITHOSPERMON,w-457,3,141,λιθόσπερμον,λιθόσπερμον
e-563,3.149,0,DMM3142,φαληρίς,Canary grass,,,e-563,,,3,3.149,3.149,Glanzgras,508,Chap. CXLII,De phalaris.,Libro tercero,366,Cap CLIII,De la phalaride,378,Liber tertius,238,Cap. CLIX,De Phalaride,272,,3.142,CXLII,Φάλαρις,PHALARIS,Liber tertius,190,0v,Cap CLX,De phalaride,De phalaride,364,Enarratio 156,"De phalaride (phalaris, milium solis / milium solis)",DLXXXIX,109,53,Phalaris,3.159,div-526,PHALARIS,w-458,3,142,φαληρίς,φαληρίς
e-564,3.150,0,DMM3143,ἐρυθρόδανον ἢ ἐρευθέδανον,Madder,,,e-564,,,3,3.150,3.150,Krapp,508,Chap. CXLIII,De la garance.,Libro tercero,366,Cap CLIIII,De la rubia,378,Liber tertius,238,Cap. CLX,De Rubia,272,,3.143,CXLIII,Ἐρυθρόδανον,RUBIA,Liber tertius,190,0v,Cap CLXI,De rubia,De rubia,364,Enarratio 157,"De erythrodano (rubia tinctorum, rubia passiva / carance)",DXC,109,53,Erythrodanum,3.160,div-527,ERUTHRODANON,w-459,3,143,ἐρυθρόδανον ἢ ἐρευθέδανον,ἐρυθρόδανον
e-565,3.151,0,DMM3144,λογχῖτις,Lonchitis,,,e-565,,,3,3.151,3.151,Zungensumpfwurz,509,Chap. CXLIIII,De lonchitis.,Libro tercero,367,Cap CLV,De la Lonchite,379,Liber tertius,239,Cap. CLXI,De Lonchitide,273,,3.144,CXLIV,Λογχῖτις,LONCHITIS,Liber tertius,190,0v,Cap CLXII,De lonchitide,De lonchitide,365,Enarratio 158,"De lonchitide (lonchitis, lanceola)",DXCI,109,53,Lonchitis,3.161,div-528,LOGCHITIS,w-460,3,144,λογχῖτις,λογχῖτις
e-566,3.152,0,DMM3145,λογχῖτις ἕτερα,Holy fern,,,e-566,,,3,3.152,3.152,Andere Zungensumpfwurz,509,Chap. CXLV,D'un'autre espece de lonchitis.,Libro tercero,367,Cap CLVI,De otra Lonchite,379,Liber tertius,239,C. CLXII,De Lonchitide altera,273,,3.145,CXLV,Λογχῖτις ἑτέρα,LONCHITIS ALTERA,Liber tertius,190,0v,Cap CLXIII,De altera lonchitide,De altera lonchitide,365,Enarratio 159,"De altera lonchitide (altera lonchitis, altera lanceola)",DXCII,109,53,Lonchitis trachea,3.162,div-529,LOGCHITIS ETERA,w-461,3,145,λογχῖτις ἕτερα,λογχῖτις ἕτερα
e-567,3.153,0,DMM3146,ἀλθαία,Marsh mallow,,,e-567,,,3,3.153,3.153,Eibisch,510,Chap. CXLVI,De la guimauve.,Libro tercero,367,Cap CLVII,De la althea,379,Liber tertius,239,Cap. CLXIII,De Althaea,273,,3.146,CXLVI,Ἀλθαία,ALTHAEA,Liber tertius,191,85r,Cap CLXIIII,De althaea,De althaea,365,Enarratio 160,"De althaea (althaea, agrestis malva, hibiscus, medica herba, malvaviscus / guimmauves)",DXCIII,109,53,Althaea,3.163,div-530,ALTHAIA,w-462,3,146,ἀλθαία,ἀλθαία
e-568,3.154,0,DMM3147,ἀλκαία,Vervain mallow,,,e-568,,,3,3.154,3.154,Malope,511,Chap. CXLVII,De la guimauve sauvage.,Libro tercero,368,Cap CLVIII,De la Alcea,380,Liber tertius,240,Cap. CLXIIII,De Alcea,274,,3.147,CXLVII,Ἀλκέα,ALCEA,Liber tertius,191,85r,Cap CLXV,De alcea,De alcea,366,Enarratio 161,"De alcea (alcaea, herba ungarica, herba Simeonis, silvestris malva / guimauve sauvaige, ou rustique)",DXCIIII,109,53,Alcea,3.164,div-531,ALKEA,w-463,3,147,ἀλκαία,ἀλκαία
e-569,3.155,0,DMM3148,κάνναβις,Hemp,,,e-569,,,3,3.155,3.155,Gebauter Hanf,512,Chap. CXLVIII,Du chanvre.,Libro tercero,369,Cap CLIX,Del Canamo domestico,381,Liber tertius,240,Cap. CLXV,De Cannabi sativa,274,,3.148,CXLVIII,Κάνναβις,CANNABIS,Liber tertius,191,85r,Cap CLXVI,De sylvestri cannabe,De sylvestri cannabe,366,Enarratio 161,De cannabi sativa (cannabis sativa / du chanvre),DXCV,109,53,Cannabis sylvatica,3.165,div-532,KANNABIS EMEROS,w-464,3,148,κάνναβις,κάνναβις
e-570,3.156,0,DMM3149,ἀγρία κάνναβις,Hemp mallow,,,e-570,,,3,3.156,3.156,Wilder Hanf,512,Chap. CXLVIII,Du chanvre.,Libro tercero,369,Cap CLX,Del Canamo Saluage,381,Liber tertius,240,Cap. CLXVI,De Cannabi sylvestri,274,,,,,,Liber tertius,191,85r,Cap CLXVII,De sativa cannabe,De sativa cannabe,366,Enarratio 163,De cannabi sylvestri,DXCVI,109,53,Cannabis sativa,3.166,div-533,KANNABIS AGRIA,w-465,3,149,ἀγρία κάνναβις,ἀγρία κάνναβις
e-571,3.157,0,DMM3150,ἀνάγυρος,Stinking bean trefoil,,,e-571,,,3,3.157,3.157,Stinkstrauch,513,Chap. CXLIX,De anagyris.,Libro tercero,369,cap CLXI,Del Anagyris,381,Liber tertius,241,Cap. CLXVII,De Anagyri,275,,3.149,CXLIX,Ἀνάγυρις,ANAGYRIS,Liber tertius,192,0v,Cap CLXVIII,De anagyir,De anagyir,367,Enarratio 164,De anagyri (anagyris arbor),DXCVII,109,53,Anagyris,3.167,div-534,ANAGURIS,w-466,3,150,ἀνάγυρος,ἀνάγυρος
e-572,3.158,0,DMM3151,κηπαία,Cepaia,,,e-572,,,3,3.158,3.158,Zwiebelpfeffer,514,Chap. CL,De cepaea.,Libro tercero,370,Cap CLXII,De la Cepea,382,Liber tertius,241,Cap. CLXVIII,De Cepaea,275,,3.150,CL,Κηπαία,CEPAEA,Liber tertius,192,0v,Cap CLXIX,De cepaea,De cepaea,367,Enarratio 165,De cepaea (cepaea herba),DXCVIII,109,53,Cepaea,3.168,div-535,KEPAIA,w-467,3,151,κηπαία,κηπαία
e-573,3.159,0,DMM3152,ἄλισμα,Water plantain,,,e-573,,,3,3.159,3.159,Froschl?ffel,514,Chap. CLI,De alisma.,Libro tercero,370,Cap CLXIII,Del Alisma,382,Liber tertius,241,Cap. CLXIX,De Alismate,275,,3.151,CLI,Ἄλισμα,ALISMA,Liber tertius,192,0v,Cap CLXX,De alimate,De alimate,367,Enarratio 166,"De alismate (alisma, damasonium, barba sylvana, plantago aquatica, fistula pastoris / plantain aquatique)",DXCIX,109,53,Alisma,3.169,div-536,ALISMA,w-468,3,152,ἄλισμα,ἄλισμα
e-574,3.160,0,DMM3153,ὀνοβρυχίς,Cock’s head,,,e-574,,,3,3.160,3.160,Esparset,515,Chap. CLII,De onobrychis.,Libro tercero,371,Cap CLXIIII,Del Onobryche,383,Liber tertius,242,Cap. CLXX,De Onobrychide,276,,3.152,CLII,Ὀνοβρυχίς,ONOBRYCHIS,Liber tertius,192,0v,Cap CLXXI,De onobrychide,De onobrychide,368,Enarratio 167,"De onobrychi (onobrychis, opaia)",DC,109,53,Onobrychis,3.170,div-537,ONOBRUCHIS,w-469,3,153,ὀνοβρυχίς,ὀνοβρυχίς
e-575,3.161,0,DMM3154,ὑπερικόν,St. John’s wort,,,e-575,,,3,3.161,3.161,Hartheu,515,Chap. CLIII,De mille-pertuis.,Libro tercero,371,Cap CLXV,Del Hyperico,383,Liber tertius,242,Cap. CLXXI,De Hyperico,276,,3.153,CLIII,Ὑπερικόν,HYPERICUM,Liber tertius,192,0v,Cap CLXXII,De hyperico,De hyperico,368,Enarratio 68,"De hyperico (hypericum, milleperforata, fuga demonum, perforata / millepertuis)",DCI,109,53,Hypericon,3.171,div-538,UPERIKON,w-470,3,154,ὑπερικόν,ὑπερικόν
e-575,3.161,1,DMM3154,ὑπερικόν,St. John’s wort,,,e-576,,,3,3.162,3.162,Gemeines Hartheu,515,Chap. CLIIII,De ascyron.,Libro tercero,372,Cap CLXVI,Del Ascyro,384,Liber tertius,242,Cap. CLXXII,De Ascyro,276,,3.154,CLIV,Ἄσκυρον,ASCYRUM,Liber tertius,193,86r,Cap CLXXIII,De ascyro,De ascyro,369,Enarratio 169,"De ascyro (ascyron, herba hircina)",DCII,109,53,Ascyron,3.171,div-538,UPERIKON,w-470,3,154,ὑπερικόν,ὑπερικόν
e-577,3.163,0,DMM3156,ἀνδρόσαιμον,St. John’s wort,,,e-577,,,3,3.163,3.163,Androsaimon,515,Chap. CLV,De androsaemon.,Libro tercero,372,Cap CLXVII,Del Androsemo,384,Liber tertius,242,Cap. CLXXIII,De Androsaemo,276,,3.155,CLV,Ἀνδρόσαιμον,ANDROSAEMON,Liber tertius,193,86r,Cap CLXXIIII,De ascyro,De ascyro,370,Enarratio 170,"De androsaemo (androsaemum, hyperici species)",DCIII,109,53,Androsaemon,3.173,div-540,ANDROSAIMON,w-472,3,156,ἀνδρόσαιμον,ἀνδρόσαιμον
e-578,3.164,0,DMM3157,κόρις,St. John’s wort,,,e-578,,,3,3.164,3.164,Koris,515,Chap. CLVI,De coris.,Libro tercero,372,Cap CLXVIII,Del Cori,384,Liber tertius,243,Cap. CLXXIIII,De Cori,277,,3.156,CLVI,Κόρις,CORIS,Liber tertius,193,86r,Cap CLXXV,De androsaemo,De androsaemo,370,Enarratio 171,"De cori (coris, altera species hyperici)",DCIIII,109,53,Coris,3.174,div-541,KORIS,w-473,3,157,κόρις,κόρις
e-579,3.165,0,DMM3158,χαμαίπιτυς,Ground pine,,,e-579,,,3,3.165,3.165,Chamaipitys,517,Chap. CLVII,De l'ive arthetique.,Libro tercero,373,Cap CLXIX,De la Aiuga o camepitys,385,Liber tertius,243,Cap. CLXXV,"De Chamaepity, seu abiga",277,,3.157,CLVII,Χαμαιπίτυς,AIUGA,Liber tertius,193,86r,Cap CLXXVI,De aiuga,De aiuga,370,Enarratio 172,"De chamaepity (chamaepitys, humilis pinus, infima pinus, aiuga, abiga, ibiga, iva arihetica / ive)",DCV,109,53,Chamaepitys,3.175,div-542,CHAMAIPITUS,w-474,3,158,χαμαίπιτυς,χαμαίπιτυς
e-580,3.166,0,DMM4001,κέστρον,Betony,,,e-580,,,3,3.166,3.166,Andere Chamaipitys,517,Chap. CLVII,De l'ive arthetique.,Libro tercero,374,Cap CLXX,De otra especie de Aiuga,386,Liber tertius,244,Cap. CLXXVI,De altera Chamaepity,278,,,,,,Liber tertius,194,0v,Cap CLXXVII,De altera aiuga,De altera aiuga,370,Enarratio 173,"De altera chamaepity (altera chamaepitys, iva moschata)",DCVI,110,0,Chamaepitys secunda,4.1,div-545,KESTRON,w-476,4,1,κέστρον,κέστρον
e-582,4.1,0,DMM4002,βρεττανική,Water dock,,,e-582,,,4,4.1,4.1,Kestron,519,Chap. I,De la betoine.,Libro quarto,375,Cap I,Del Cestro,387,Liber quartus,245,Cap. I,De Vettonica,279,,4.1,I,Κέστρον,BETONICA,Liber quartus,195,87r,Cap I,De betonica,De betonica,372,Enarratio 1,"In Dioscoridis Anazarbei de medica materia, librum quartum, enarrationes doctoris Amati Lusitani medici in Italia celebratissimi. De betonica (cestron, betonica, psychotrophon, vetonica, serratula / betoine, ou de la betosne)",DCVIII,110,0,Betonica,4.2,div-546,BETTONIKE,w-477,4,2,βρεττανική,βρεττανική
e-583,4.2,0,DMM4003,λυσιμάχειος,Loosestrife,,,e-583,,,4,4.2,4.2,Bretannika,520,Chap. II,De britanica.,Libro quarto,376,Cap II,De la Britanica,388,Liber quartus,246,Cap. II,De Britannica,280,,4.2,II,Βρετ<τ>ανική,BRITANICA,Liber quartus,196,0v,Cap II,De bretanica,De bretanica,373,Enarratio 2,"De britannica (britannica, bistorta). Secunda bistorta (heptaphyllon, septemfolium, bistorta secunda, tormentilla)",DCIX,110,0,Britanica,4.3,div-547,LUSIMACHION,w-478,4,3,λυσιμάχειος,Λυσιμάχειος
e-584,4.3,0,DMM4004,πολύγονον ἄρρεν,Knotgrass,,,e-584,,,4,4.3,4.3,Lysimachion,522,Chap. III,De lysimachia.,Libro quarto,377,Cap III,De la Lysimachia,389,Liber quartus,246,Cap. III,De Lysimachia,280,,4.3,III,Λυσιμάχιον,LYSIMACHIA,Liber quartus,196,0v,Cap IIII,De lysimachia,De lysimachia,374,Enarratio 3,"De lysimachia (lysimachia, salicaria)",DCXI,111,54,Lysimachion,4.4,div-548,POLUGONON ARREN,w-479,4,4,πολύγονον ἄρρεν,πολύγονον ἄρρεν
e-585,4.4,0,DMM4005,πολύγονον θῆλυ,Mare’s tail,,,e-585,,,4,4.4,4.4,M?nnliches Polygonon,523,Chap. IIII,De la renouee.,Libro quarto,378,Cap IIII,Del polygono macho,390,Liber quartus,247,Cap. IIII,De Polygono mare,281,,4.4,IV,Πολύγονον,SANGUINARIA,Liber quartus,196,0v,Cap V,De sanguinaria ceu polygono,De sanguinaria ceu polygono,375,Enarratio 4,"De polygono masculo (polygonon centinodia, centumnodia, seminalis herba, corrigiola, proserpinaca, sanguinaria, sanguinalis / herba des innocens)",DCXII,111,54,Poligonon mas,4.5,div-549,POLUGONON THELU,w-480,4,5,πολύγονον θῆλυ,πολύγονον θῆλυ
e-586,4.5,0,DMM4006,πολυγόνατον,P. officinale,,,e-586,,,4,4.5,4.5,Weibliches Polygonon,523,Chap. IIII,De la renouee.,Libro quarto,379,Cap V,Del polygono hembra,391,Liber quartus,247,Cap. V,De Polygono foemina,281,,4.5,V,Πολυγονάτον,POLYGONATUM,Liber quartus,197,88r,Cap VI,De sanguinaria foemina,De sanguinaria foemina,375,Enarratio 5,"De polygono foemina (polygonon foemina, sanguinalis foemina, sanguinaria, corrigiola foemina, entinodia foemina)",DCXIII,111,54,Polygonon foemina,4.6,div-550,POLUGONATON,w-481,4,6,πολυγόνατον,πολυγόνατον
