chapter_key,berendes_teitok_id,berendes_term,dmm_id,source_id,desmoulins_page,desmoulins_chapter,desmoulins_term,laguna_page,laguna_chapter,laguna_title,laguna_scan_id,laguna_book,wechel_page,wechel_chapter,wechel_title,wechel_scan_id,wechel_book,ruel_page_scan,ruel_folio,ruel_chapter,ruel_title_latin,ruel_title_vernacular,ruel_book,lusitanus_page,lusitanus_chapter,lusitanus_title,barbaro_page,barbaro_chapter,barbaro_term,barbaro_book,matthiolo_book,matthiolo_chapter,matthiolo_greek,matthiolo_latin,gunther_chapter,gunther_division,gunther_term,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_lemma,beck_greek_lemma,beck_latin_lemma
5.46,e-822,Wachholderwein,,DMM50461; it820,701,Chap. XXXVIII,"Du vin de cedre, et queleques autres arbres et fruits.",519,Cap XXXVI,"Del vino cedrino, y de algunos otros",531,Libro quinto,341,Cap. XLVI,De Iuniperino vino,375,Liber quintus,267,123r,Cap XXXVIII,De vino juniperino,De vino juniperino,Liber quintus,476,Enarratio 36,De vino picato,144,0,"Vinum è cedro cupresso, lauro, picea, iunipero, abiete",DCCCLXXIX,,,Περἰ ἀρκευθιδίτον οἵνον,,,,,,,,,,
5.47,e-823,Cedernharzwein,DMM5037,DMM50471; it821,701,Chap. XXXVIII,"Du vin de cedre, et queleques autres arbres et fruits.",519,Cap XXXVI,"Del vino cedrino, y de algunos otros",531,Libro quinto,341,Cap. XLVII,De Cedrite,375,Liber quintus,267,123r,Cap XXXIX,De vino cedrite,De vino cedrite,Liber quintus,476,Enarratio 36,De vino picato,144,0,Vinum cedrites,DCCCLXXX,,,Περἰ κεδρίτον,,5.46,div-773,OINOS ARKEUTHIDITES,w-706,5,37,κεδρίτης,κεδρίτης,Wine flavored with resin of Syrian cedar
5.48,e-824,Pechwein,DMM5038,DMM50481; it822,702,Chap. XXXIX,Du vin poissé.,520,Cap XXXVII,Del vino empegado,532,Libro quinto,341,Cap. XLVIII,De vino Picato,375,Liber quintus,267,123r,Cap XL,De vino picato,De vino picato,Liber quintus,476,Enarratio 36,De vino picato,144,0,Vinum pissites,DCCCLXXXI,,5.39,Πισσίτης οἶνος,PICATUM VINUM,5.48,div-774,OINOS PISSITES,w-707,5,38,οἶνος πισσίτης,οἶνος πισσίτης,Wine flavored with pitch
5.49,e-825,Wermuthwein,DMM5039,DMM50491; it823,702,Chap. XL,Du vin d'absinthe.,520,Cap XXXVIII,Del vino de axenxios,532,Libro quinto,342,Cap. XLIX,De vino absinthite,376,Liber quintus,267,123r,Cap XLI,De vino absinthite,De vino absinthite,Liber quintus,477,Enarratio 37,De vino absinthite,144,0,Vinum absinthites,DCCCLXXXII,,5.40,Ἀψινθίτης οἶνος,VINUM ABSINTHITES,5.49,div-775,OINOS APSINTHITES,w-708,5,39,ἀψινθίτης,ἀψινθίτης,Wine flavored with wormwood artemisia absinthium
5.50,e-826,Hysopwein,DMM5040,DMM50501; it824,702,Chap. XLI,Du vin d'hyssope.,520,Cap XXXIX,Del vino de Hyssopo,532,Libro quinto,342,Cap. L,De vino Hyssopite,376,Liber quintus,268,0v,Cap XLII,De vino hyssopite,De vino hyssopite,Liber quintus,477,Enarratio 38,De vino hyssopite,144,0,Vinum hysopites,DCCCLXXXIII,,5.41,Ὑσσοπίτης οἶνος,VINUM HYSSOPITES,5.50,div-776,OINOS USSOPITES,w-709,5,40,ὑσσωπίτης,ὑσσωπίτης,Wine flavored with hyssop
5.51,e-827,Gamanderwein,DMM5041,DMM50511; it825,702,Chap. XLII,Des vins composez de diverses plantes.,520,Cap XL,De muchas fuertes de vinos preparados con plantas diversas,532,Libro quinto,343,Cap. LI,De vino Chamaedryite,377,Liber quintus,268,0v,cap XLIII,De vino chamaedryte,De vino chamaedryte,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum chamaedrites,DCCCLXXXIIII,,5.42,Οἶνοι ἐκ τῶν ποικίλων φυτῶν,VINA EX DIVERSIS PLANTIS FACTA,5.51,div-777,OINOS CHAMAIDRUITES,w-710,5,41,ὁ χαμαιδρυίτης,ὁ χαμαιδρυίτης,Wine flavored with germander
5.52,e-828,Lavendelwein,DMM5042,DMM50521; it826,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,343,Cap. LII,De vino Stoechadite,377,Liber quintus,268,0v,Cap XLIIII,De vino stichadite,De vino stichadite,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum stoechadites,DCCCLXXXV,,,Περἰ στοιχαδίτον οἵνον,,5.52,div-778,OINOS STICHADITES,w-711,5,42,ὁ > στοιχαδίτης,ὁ > στοιχαδίτης,Wine flavored with French lavender
5.53,e-829,Lavendelessig,DMM5043,DMM50531; it827,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,343,Cap. LIII,De aceto è Stoechade,377,Liber quintus,268,0v,Cap XLV,De aceto stichadico,De aceto stichadico,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Acetum stoechadites,DCCCLXXXVI,,,Περἰ στοιχαδίτον ὅξους,,5.53,div-779,OXUS STICHADIKON,w-712,5,43,ὂξος διὰ στοιχάδος,ὂξος διὰ στοιχάδος,French lavender vinegar
5.54,e-830,Gliedkrautwein,DMM5044,DMM50541; it828,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,343,Cap. LIIII,De vino è Betonica,377,Liber quintus,268,0v,Cap XLVI,De vino cestritre,De vino cestritre,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum cestrites,DCCCLXXXVII,,,Περἰ κεστρίτον οἵνον,,5.54,div-780,OINOS KESRITES,w-713,5,44,ἐκ κέστρου τοῦ ψυχροτρόφου οἶνος,ἐκ κέστρου τοῦ ψυχροτρόφου οἶνος,Wine made from betony
5.55,e-831,Tragoriganoswein,DMM5045,DMM50551; it829,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,343,Cap. LV,De vino Tragoriganite,377,Liber quintus,268,0v,Cap XLVII,De tragoriganite vino,De tragoriganite vino,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum tragoriganites,DCCCLXXXVIII,,,Περἰ τραγοριγανίτον οἵνον,,,,,w-714,5,45,τραγοριγανίτης,τραγοριγανίτης,Wine flavored with goat’s marjoram
5.56,e-832,Erdknotenwein,DMM5046,DMM50561; it830,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,344,Cap. LVI,De vino Bunite,378,Liber quintus,268,0v,Cap XLVIII,De vino bunite,De vino bunite,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum bunionites,DCCCLXXXIX,,,Περἰ βουνίτον οἵνον,,,,,w-715,5,46,οἶνος διὰ βουνίου,οἶνος διὰ βουνίου,Wine flavored with earthnuts
5.57,e-833,Diptamwein,DMM5047,DMM50571; it831,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,344,Cap. LVII,De vino Dictamnite,378,Liber quintus,269,124r,Cap XLIX,De vino dictamnite,De vino dictamnite,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum dictamnites,DCCCXC,,,Περἰ δικταμνίτον οἵνον,,,,,w-716,5,47,δικταμνίτης,δικταμνίτης,Wine flavored with dittany of Crete
5.58,e-834,Andornwein,DMM5048,DMM50581; it832,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,344,C. LVIII,De vino Prasite,378,Liber quintus,269,124r,Cap L,De vino prasijte,De vino prasijte,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum prasiites,DCCCXCI,,,Περἰ πρασίτον οἵνον,,,,,w-717,5,48,ὁ διὰ πρασίου,ὁ διὰ πρασίου,Wine flavored with horehound
5.59,e-835,Thymianwein,DMM5049,DMM50591; it833,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,344,C. LIX,De vino Thymite,378,Liber quintus,269,124r,Cap LI,De vino thymite,De vino thymite,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum thymisites,DCCCXCII,,,Περἰ θυμίτον οἵνον,,,,,w-718,5,49,θυμίτης,θυμίτης,Wine flavored with Cretan thyme
5.60,e-836,Satureiwein,DMM5050,DMM50601; it834,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,344,C. LX,De vino Thymbrite,378,Liber quintus,269,124r,Cap LII,De vino thymbrite,De vino thymbrite,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum thimbrites,DCCCXCIII,,,Περἰ θυμβρίτον οἵνον,,,,,w-719,5,50,θυμβρίτης,θυμβρίτης,Wine flavored with savory
5.61,e-837,Dostenwein,DMM5051,DMM50611; DMM50612; it835; it835b,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,344,C. LXI,De vino Origanite,378,Liber quintus,269,124r,Cap LIII,De vino origanite,De vino origanite,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum origanites,DCCCXCIV,,,Περἰ ὀριγανίτον οἵνον,,5.61,div-781,OINOS ORIGANITES,w-720,5,51,οἶνος ὀριγανίτης,οἶνος ὀριγανίτης,Wine flavored with oregano
5.62,e-838,"Minzen-, Polei- und Beifusswein",DMM5052,DMM50621; it836,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,344,C. LXII,"De vinis è Calamintha, Pulegio & Abrotono",378,Liber quintus,269,124r,Cap LIII,De calaminthite & abrotonite vinis,De calaminthite & abrotonite vinis,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,"Vinum calaminthites, gleconites, abrotonites",DCCCXCV,,,"Περἰ καλαμινθίτον, γληχωνίτον καἰ ἀβροτονίτον οἵνον",,,,,w-721,5,52,οἶνος καλαμινθίτης,οἶνος καλαμινθίτης,wormwood artemisia abrotonon
5.63,e-839,Berufskrautwein,DMM5053,DMM50631; it837,702,Chap. XLII,Des vins composez de diverses plantes.,,,,,,344,C. LXIII,De vino Conyzite,378,Liber quintus,269,124r,Cap LV,De vino conyzite,De vino conyzite,Liber quintus,477,Enarratio 39,De pluribus et ex diversis plantis conditis vinis,144,0,Vinum conyzites,DCCCXCVI,,,Περἰ κονυζίτον οἵνον,,,,,w-722,5,53,οἶνος κονυζίτης,οἶνος κονυζίτης,Wine flavored with fleabane
5.64,e-840,Gew?rzter Wein,DMM5054,DMM50641; it838,702,Chap. XLIII,Du vin aromatique.,521,Cap XLI,Del vino aromatico,533,Libro quinto,344,C. LXIIII,De vino Aromatit,378,Liber quintus,269,124r,Cap LV,De vino aromatite,De vino aromatite,Liber quintus,477,Enarratio 40,De vino aromatite,144,0,Vinum aromatites,DCCCXCVII,,5.43,Ἀρωματίτης οἶνος,VINUM AROMATITES,,,,w-723,5,54,οἶνος ἀρωματίτης,οἶνος ἀρωματίτης,Wine made with aromatics
5.65,e-841,"Wein aus Myrrhe, Pfeffer und Schwertlilie",DMM5055,DMM50651; it839,703,Chapitre XLIIII,Des vins composez de diverses drogues.,521,Cap XLII,De otros vinos aromaticos y olorosos,533,Libro quinto,345,Cap. LXV,"De vino ex myrrha, pipere et iride",379,Liber quintus,270,0v,Cap LVII,De vino e pipete myrrha et iride,De vino e pipete myrrha et iride,Liber quintus,477,Enarratio 41,De vinis pluribus diversisque odoramentis conditis,144,0,Aromatites aliud,DCCCXCVIII,,5.44,Οἶνοι ἐκ τῶν ποικίλων ἀρωμάτων,VINA EX DIVERSIS ODORAMENTIS,,,,w-724,5,55,οἶνος πρὸς κατάρρους,οἶνος πρὸς κατάρρους,Wine for catarrhs
5.66,e-842,Nektarwein,DMM5056,DMM50661; it840,703,Chapitre XLIIII,Des vins composez de diverses drogues.,,,,,,345,Cap. LXVI,De vino Nectarite,379,Liber quintus,270,0v,Cap LVIII,De necttarite vino,De necttarite vino,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum nectarites,DCCCXCIX,,,Περἰ ωεκταρίτον οἵνον,,,,,w-725,5,56,ὁ νεκταρίτης,ὁ νεκταρίτης,Wine flavored with elecampane
5.67,e-843,Wein aus syrischer und keltischer Narde und aus Malabathron,DMM5057,DMM50671; DMM50681; it841; it841b,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,345; 346,Cap. LXVII; C. LXVIII,"De vino è Nardo Syriaco, Celtico et Malabathro; De vino Asarite",379; 380,Liber quintus,270,0v,Cap LIX,De vino Syriaca nardo celtica et malabathro,De vino syriaca nardo celtica et malabathro,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum nardites,DCCCC,,,,,,,,w-726,5,57,ὁ διὰ Συριακῆς νάρδου καὶ Κελτικῆς καὶ μαλαβάθρου,ὁ διὰ Συριακῆς νάρδου καὶ Κελτικῆς καὶ μαλαβάθρου,and leaf of malabar
5.68,e-844,Aronswein,DMM5058,DMM50671; DMM50681; it841; it841b,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,345; 346,Cap. LXVII; C. LXVIII,"De vino è Nardo Syriaco, Celtico et Malabathro; De vino Asarite",379; 380,Liber quintus,270,0v,Cap LX,De asarite vino,De asarite vino,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum asarites,DCCCCI,,,,,,,,w-727,5,58,ἀσαρίτης,ἀσαρίτης,Wine flavored with hazelwort
5.69,e-845,Wein aus der wilden Narde,DMM5059,DMM50691; it842,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,346,Cap. LXIX,De vino è sylvestri nardo,380,Liber quintus,270,0v,Cap LXI,De vino e sylvestri nardo,De vino e sylvestri nardo,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum ex sylvestri nardo,DCCCCII,,,Περἰ τοῦ διἀ τη̃ς ἀγρίας νάρδον οἵνον,,,,,w-728,5,59,ὁ διὰ τῆς ἀγρίας ἀγρίας,ὁ διὰ τῆς ἀγρίας ἀγρίας,Wine flavored with Cretan spikenard
5.70,e-846,M?hrenwein,DMM5060,DMM50701; it843,703,Chapitre XLV,Des vins composez de plusieurs herbes.,522,Cap XLIII,De otros vinos hechos de muchas fuertes de yeruas,534,Libro quinto,346,Cap. LXX,De vino Daucite,380,Liber quintus,270,0v,Cap LXII,De daucite vino,De daucite vino,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum daucites,DCCCCIII,,5.45,Οἶνοι ἐκ τῶν ποικίλων ποῶν,VINA EX DIVERSIS HERBIS FACTA,,,,w-729,5,60,δαυκίτης,δαυκίτης,Wine flavored with daucos
5.71,e-847,Salbeiwein,DMM5061,DMM50711; it844,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,346,Cap. LXXI,De vino è Salvia,380,Liber quintus,270,0v,Cap LXIII,De salviato vino,De salviato vino,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum elelisphacites,DCCCIIII,,,Περἰ ἐλελισφακίτον οἵνον,,,,,w-730,5,61,ἐλελισφακίτης,ἐλελισφακίτης,Wine flavored with sage
5.72,e-848,Panaxwein,DMM5062,DMM50721; it845,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,346,Cap. LXXII,De vino Panacite,380,Liber quintus,271,125r,Cap LXIIII,De panacite vino,De panacite vino,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum panacites,DCCCCV,,,Περἰ πανακίτον οἵνον,,,,,w-731,5,62,πανακίτης,πανακίτης,Wine flavored with allheal
5.73,e-849,Akoronwein,DMM5063,DMM50731; it846,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,346,Cap. LXXIII,De vino Acorite,380,Liber quintus,271,125r,Cap LXV,De acorite vino,De acorite vino,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum acorites et glycyrhitites,DCCCCVI,,,Περἰ ἀκορίτον οἵνον,,,,,w-732,5,63,ἀκορίτης καὶ ὁ ἀπὸ γλυκορρίζης,ἀκορίτης καὶ ὁ ἀπὸ γλυκορρίζης,Wine flavored with yellow flag and wine flavored with licorice
5.74,e-850,Selleriewein,DMM5064,DMM50741; it847,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,347,Cap. LXXIIII,De vino Selinite,381,Liber quintus,271,125r,Cap LXVI,De selenite vino,De selenite vino,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum selenites sive apiatum,DCCCCVII,,,Περἰ σελινίτον οἵνον,,5.74,div-782,OINOS SELENITES,w-733,5,64,σελινίτης,σελινίτης,Wine flavored with celery
5.75,e-851,Fenchel- und Dillwein,DMM5065,DMM50751; it848,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,347,Cap. LXXV,De vinis Marathrite et Anethino,381,Liber quintus,271,125r,Cap LXVII,De marathrite & anethino vino,De marathrite & anethino vino,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,"Vinum marathrites, anethites, petroselenites",DCCCCVIII,,,Περἰ μαραθρίτον καἰ ἀνηθίνον οἵνον,,,,,w-734,5,65,μαραθίτης καὶ ἀνήθινος καὶ πετροσελινίτης,μαραθίτης καὶ ἀνήθινος καὶ πετροσελινίτης,and wine flavored parsley
5.76,e-852,Salzbl?thewein,DMM5066,DMM50761; it849,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,347,C. LXXVI,De vino è Salis flore,381,Liber quintus,271,125r,Cap LXVIII,De vino e flore salis,De vino e flore salis,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum halosanthites,DCCCCVIIII,,,Περἰ ἀλοσανθίνον οἵνον,,,,,w-735,5,66,δι' ἁλὸς ἄνθους οἶνος,δι' ἁλὸς ἄνθους οἶνος,Wine from salt-water froth
5.77,e-853,Abortivwein,DMM5067,DMM50771; it850,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,347,Cap. LXXVII,"De vino Phthorio, seu Abortivo",381,Liber quintus,271,125r,Cap LXVIII,Phthorion,Phthorion,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum phthorion,DCCCCX,,,Περἰ φθορίον ἐμβρύβν οἵνον,,5.77,div-783,OINOS PHTHORIOS EMBRUON,w-736,5,67,φθόριος ἐμβρύων οἶνος,φθόριος ἐμβρύων οἶνος,Abortifacient wine
5.78,e-854,Seidelbastwein,DMM5068,DMM50781; it851,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,347,C. LXXVIII,De vino Thymelaite,381,Liber quintus,271,125r,Cap LXIX,De vino e ethmeleaea,De vino e ethmeleaea,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,,,,,,,Περἰ θυμελαἷτον οἵνον,,,,,w-737,5,68,θυμελαίτης,θυμελαίτης,Wine flavored with spurge flax
5.79,e-855,Bergseidelbastwein,DMM5069,DMM50791; it852,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,347,C. LXXXIX,De vino Chamaelaite,381,Liber quintus,271,125r,Cap LXX,De vino e chamaelaea,De vino e chamaelaea,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum chamaelaites,DCCCCXI,,,Περἰ χαμαιλαἷτον οἵνον,,,,,w-738,5,69,χαμελαίτης,χαμελαίτης,Wine flavored with spurge olive
5.80,e-856,G?nselwein,DMM5070,DMM50801; it853,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,347,C. LXXX,De vino Chamaepityino,381,Liber quintus,272,0v,Cap LXXI,De vino chamaepityino,De vino chamaepityino,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum chamaepitytes,DCCCCXII,,,Περἰ χαμαιπιτυἷτον οἵνον,,,,,w-739,5,70,χαμαιπιτύινος,χαμαιπιτύινος,Wine flavored with ground pine
5.81,e-857,Mandragorawein,DMM5071,DMM50811; it854,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,348,Cap. LXXXI,De Mandragorite,382,Liber quintus,272,0v,Cap LXXII,De vino mandragorite,De vino mandragorite,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum mandragorites,DCCCCXIII,,,Περἰ μανδραγορίτον οἵνον,,,,,w-740,5,71,μανδραγορίτης,μανδραγορίτης,Wine flavored with mandrake
5.82,e-858,Nieswurzwein,DMM5072,DMM50821; it855,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,348,Cap. LXXXII,De Elleborite,382,Liber quintus,272,0v,Cap LXXIII,De vino helleborite,De vino helleborite,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum elleborites,DCCCCXIIII,,,Περὶ ὲλλεβορίτον,,,,,w-741,5,72,ἐλλεβορίτης,ἐλλεβορίτης,Wine flavored with hellebore
5.83,e-859,Purgirwindenwein,DMM5073,DMM50831; it856,703,Chapitre XLV,Des vins composez de plusieurs herbes.,,,,,,349,Cap. LXXXIII,De Scammonite,383,Liber quintus,272,0v,Cap LXXIIII,De vino scammonite,De vino scammonite,Liber quintus,477,Enarratio 42,De varijs vinis ex varijs herbis confectis,144,0,Vinum scammonites,DCCCCXV,,,Περἰ σκαμμωνίτον,,,,,w-742,5,73,σκαμμωνίτης,σκαμμωνίτης,Wine flavored with scammony
5.84,e-860,Kadmeia,DMM5074,DMM50841; it858,704,Chap. XLVI,De la cadmie.,523,Cap XLIIII,De toda fuerte de mineral et primero de la llamada cadmia,535,Libro quinto,349,Cap. LXXXIIII,De Cadmia,383,Liber quintus,273,126r,Cap LXXV,De cadmia,De cadmia,Liber quintus,477,Enarratio 43,De cadmia,144,0,Cadmia,DCCCCXVI,,5.46,Καδμεία,CADMIA,,,,w-743,5,74,καδμεία,καδμεία,Calamine
5.85,e-861,Pompholyx,DMM5075,DMM50851; it859,705,Chapitre XLVI,"De pompholyx, spodium, antispodium.",526,Cap XLV,De la pompholyge y del spodio,538,Libro quinto,351,Cap. LXXXV,De Pompholyge,385,Liber quintus,274,0v,Cap LXXVI,De pompholyge,De pompholyge,Liber quintus,479,Enarratio 44,"De pompholyge, et spodio",144,0,Pompholyx et spodion,DCCCCXVII,,,Περἰ Πομφώλυγος,,5.85,div-784,POMPHOLUX,w-744,5,75,πομφόλυξ,πομφόλυξ,Pompholyx
5.86,e-862,Antispodon,DMM5076,DMM50861; it860,705,Chapitre XLVI,"De pompholyx, spodium, antispodium.",527,Cap XLVI,De los antispodios,539,Libro quinto,353,Cap. LXXXVI,"De Antispodis, hoc est, Spodi succedaneis",387,Liber quintus,275,127r,Cap LXXVII,De antispodo,De antispodo,Liber quintus,480,Enarratio 45,De antispodio,145,71,Antispodion,DCCCCXVIII,,,Περἰ ἀντισπόδων,,5.86,div-785,ANTISPODA,w-745,5,76,κεκαυμένος χαλκός,κεκαυμένος χαλκός,Burned copper
5.87,e-863,Gebranntes Kupfer,DMM5077,DMM50871; it861,707,Chap. XLVII,De l'erain brulé.,528,Cap XLVII,Del cobre quemado,540,Libro quinto,354,Cap. LXXXVII,De Aere usto,388,Liber quintus,276,0v,Cap LXXVIII,De aere vito,De aere vito,Liber quintus,480,Enarratio 46,De aere cremato,145,71,Aes ustum,DCCCCXIX,,5.47,Χαλκός κεκαυμένος,AES USTUM,5.87,div-786,CHALKOS KEKUMENOS,w-746,5,77,χαλχοῦ ἄνθος,χαλχοῦ ἄνθος,Flower of copper
5.88,e-864,Kupferbl?the,DMM5078,DMM50881; it862,707,Chap. XLVIII,De la fleur d'erain.,528,Cap XLVIII,De la flor del cobre,540,Libro quinto,355,Cap. LXXXVIII,De Flore aeris,389,Liber quintus,276,0v,Cap LXXIX,De flore aeris,De flore aeris,Liber quintus,480,Enarratio 47,De flore aeris,145,71,Flos aeris,DCCCCXXI,,5.48,Χαλκοῦ ἄνθος,FLOS AERIS,5.88,div-787,CHALKOU ANTHOS,w-747,5,78,λεπίς,λεπίς,Flake [of copper ore]
5.89,e-865,Kupferhammerschlag,,DMM50891; it863,708,Chap. XLIX,De l'escaille d'erain.,529,Cap XLIX,De la escama del cobre,541,Libro quinto,355,C. LXXXIX,De Squamma aeris,389,Liber quintus,277,128r,Cap LXXX,De squamma aeris,De squamma aeris,Liber quintus,481,Enarratio 48,De squama aeris,145,71,Squama aeris,DCCCCXXII,,5.49,Λεπίς χαλκοῦ,SQUAMA AERIS,5.89,div-788,LEPIS,,,,,,
5.90,e-866,Eisenhammerschlag,,DMM50901; it864,708,Chap. L,De l'escaille d'acier.,529,Cap XLIX,De la Escama del stomoma,541,Libro quinto,356,Cap. XC,De Squamma stomomatis,390,Liber quintus,277,128r,Cap LXXXI,De squamma ex acie decussa,De squamma ex acie decussa,Liber quintus,481,Enarratio 49,"De squama chalybis, dicta stomoma",145,71,Squama altera hoc est stomoma,DCCCCXXIII,,5.50,Λεπίς στομώματος,SQUAMA STOMOMATIS,5.90,div-789,LEPIS STOMOMATOS,,,,,,
5.91,e-867,Abgekratzter Gr?nspan,DMM5079,DMM50911; it865,709,Chap. LI,Du verdegris.,530,Cap L,Del cardenillo raydo,542,Libro quinto,356,Cap. XCI,De Aerugine rasili,390,Liber quintus,277,128r,Cap LXXXII,De erugine rasa,De erugine rasa,Liber quintus,481,Enarratio 50,"De rasili aerugine, quam viride aeris vacant",145,71,Aerugo rasilis,DCCCCXXIIII,,5.51,Ἰόν ξυστόν,AERUGO RASILIS,5.91,div-790,IOS XUSTOS,w-748,5,79,ἰὸς ξυστός,ἰὸς ξυστός,Verdigris
5.92,e-868,Wurmf?rmiger Gr?nspan,,DMM50921; it866,710,Chap. LII,Du verdegris scolecien.,530,Cap LI,Del cardenillo dicho vermicular Ilamado scolecio,542,Libro quinto,357,Cap. XCII,De Aerugine Scolecia,391,Liber quintus,278,0v,Cap LXXXIII,De aerugine scolecia,De aerugine scolecia,Liber quintus,481,Enarratio 51,"De aerugine scoletia, id est vermiculari aerugine",145,71,Aerugo scolecia,DCCCCXXV,,5.52,Ἰός σκώληξ,AERUGO SCOLECIA,,,,,,,,,
5.93,e-869,Eisenrost,DMM5080,DMM50931; it867,710,Chap. LIII,De la rouillure de fer.,531,Cap LII,Del Orin del hierro,543,Libro quinto,359,Cap. XCIII,"De ferrugine, seu ferri rubigine",393,Liber quintus,279,129r,Cap LXXXIIII,De rubigine ferri,De rubigine ferri,Liber quintus,482,Enarratio 52,De ferri rubigine,146,0,Aerugo ferri,DCCCCXXVIII,,5.53,Ἰός σιδήρου,RUBIGO FERRI,5.93,div-791,IOS SIDEROU,w-749,5,80,ἰὸς σιδίρου,ἰὸς σιδίρου,Iron rust
5.94,e-870,Eisenschlacke,,DMM50941; it868,710,Chap. LIIII,De la merde de fer.,531,Cap LIII,De la escoria del hierro,543,Libro quinto,359,Cap. XCIIII,"De recremento, sive scoria ferri",393,Liber quintus,279,129r,Cap LXXXV,De stercore ferri,De stercore ferri,Liber quintus,482,Enarratio 53,De scoria ferri,146,0,Scoria ferri,DCCCCXXX,,5.54,Σκωρία σιδήρου,STERCUS FERRI,5.94,div-792,SKORIA SIDEROU,,,,,,
